28208;Levainville;48.493;1.7466;28700
28349;Saint-Lucien;48.6393;1.6243;28210
28400;Varize;48.0824;1.5255;28140
28408;Vierville;48.3849;1.9003;28700
29010;Bodilis;48.5146;-4.1204;29400
29049;Elliant;48.0079;-3.903;29370
29163;Pleyber-Christ;48.5104;-3.8722;29410
29204;Plounéventer;48.5203;-4.2086;29400
29205;Plounévézel;48.3118;-3.5749;29270
2A062;Carbuccia;42.0304;8.9363;20133
2A288;Sotta;41.5558;9.1821;20146
2B047;Calacuccia;42.3229;9.0339;20224
2B313;San-Nicolao;42.3696;9.5111;20230
30046;Boucoiran-et-Nozières;43.9941;4.1792;30190
30076;Cavillargues;44.1168;4.5153;30330
30126;Garrigues-Sainte-Eulalie;43.9873;4.3047;30190
30174;Montaren-et-Saint-Médiers;44.0447;4.3838;30700
30225;Sabran;44.151;4.5497;30200
30284;Saint-Martin-de-Valgalgues;44.1662;4.0736;30520
31108;Cardeilhac;43.1958;0.6751;31350
31109;Cassagnabère-Tournas;43.2308;0.7989;31420
31220;Gibel;43.3021;1.6764;31560
31242;Jurvielle;42.8295;0.4739;31110
31314;Mancioux;43.1665;0.9421;31360
31372;Montespan;43.0857;0.8599;31260
31402;Odars;43.5218;1.5926;31450
31429;Pompertuzat;43.4942;1.5209;31450
31490;Saint-Jory;43.739;1.3564;31790
31537;Savarthès;43.122;0.803;31800
31542;Seilhan;43.0536;0.5783;31510
32053;Bézues-Bajon;43.3875;0.6081;32140
32184;Lalanne;43.8044;0.6754;32500
32234;Marestaing;43.584;1.0161;32490
32267;Monferran-Plavès;43.495;0.6411;32260
32344;Riscle;43.6447;-0.078;32400
32371;Saint-Créac;43.9166;0.7935;32380
32392;Saint-Martin-Gimois;43.5202;0.8112;32450
32424;Ségos;43.6294;-0.2616;32400
33040;Béguey;44.65;-0.3259;33410
33070;Brach;45.0404;-0.9485;33480
33135;Courpiac;44.7558;-0.1855;33760
33204;Hure;44.5369;-0.0053;33190
33284;Mios;44.6174;-0.8962;33380
33343;Pujols-sur-Ciron;44.5708;-0.3532;33210
33378;Saint-Avit-Saint-Nazaire;44.8473;0.2752;33220
33450;Saint-Michel-de-Castelnau;44.2902;-0.0852;33840
33451;Saint-Michel-de-Fronsac;44.9256;-0.3041;33126
33507;Sauviac;44.4007;-0.1843;33430
33544;Verdon-sur-Mer;45.5373;-1.0767;33123
34015;Assignan;43.3999;2.8868;34360
34085;Coulobres;43.4505;3.2742;34290
34096;Faugères;43.5695;3.1829;34600
34113;Gigean;43.494;3.7238;34770
34124;Lacoste;43.6568;3.4247;34800
34274;Saint-Martin-de-Londres;43.7926;3.7072;34380
34328;Vendémian;43.579;3.5633;34230
34331;Verreries-de-Moussans;43.4489;2.6796;34220
35180;Miniac-sous-Bécherel;48.2809;-1.9275;35190
35251;Saint-Aubin-d'Aubigné;48.2621;-1.6012;35250
35278;Saint-Grégoire;48.1587;-1.6864;35760
35291;Saint-Marcan;48.5848;-1.6289;35120
36008;Arpheuilles;46.9;1.273;36700
36029;Buxeuil;47.1267;1.694;36150
36112;Mâron;46.801;1.8569;36120
37058;Chapelle-sur-Loire;47.2507;0.2144;37140
37207;Saint-Aubin-le-Dépeint;47.6185;0.397;37370
37212;Sainte-Catherine-de-Fierbois;47.1565;0.6768;37800
37280;Vou;47.094;0.8469;37240
38127;Cornillon-en-Trièves;44.8349;5.7036;38710
38335;Revel-Tourdan;45.3704;5.0315;38270
38356;Saint-André-en-Royans;45.0834;5.3368;38680
38378;Saint-Clair-du-Rhône;45.436;4.7726;38370
38496;Sonnay;45.3569;4.9153;38150
38516;Tronche;45.2102;5.7442;38700
39030;Authume;47.1249;5.5095;39100
39116;Châtelaine;46.8577;5.8245;39600
39190;Dampierre;47.1647;5.7426;39350/39700
39425;Planches-près-Arbois;46.881;5.8099;39600
39468;Rothonay;46.5152;5.5267;39270
40099;Fargues;43.7247;-0.4519;40500
40112;Gibret;43.6822;-0.8208;40380
40172;Mant;43.5918;-0.5024;40700
40199;Mouscardès;43.5894;-0.8842;40290
41013;Bauzy;47.5294;1.611;41250
41039;Chapelle-Saint-Martin-en-Plaine;47.7336;1.4112;41500
41077;Épiais;47.812;1.2499;41290
41105;Josnes;47.7919;1.5338;41370
41157;Mur-de-Sologne;47.417;1.5984;41230
41242;Selles-sur-Cher;47.2779;1.5642;41130
