14116;Bû-sur-Rouvres;49.0325;-0.1767
14288;Fresne-Camilly;49.2576;-0.4852
14366;Lisieux;49.148;0.2377
14389;Maisoncelles-Pelvey;49.0603;-0.6713
14407;Mathieu;49.2562;-0.367
14491;Parfouru-sur-Odon;49.0879;-0.6088
14715;Trouville-sur-Mer;49.3721;0.1021
15012;Arpajon-sur-Cère;44.8756;2.4646
15104;Leynhac;44.7409;2.2804
16031;Barro;46.0047;0.2347
16248;Oradour;45.9113;-0.037
16286;Rouillac;45.7848;-0.0923
16312;Saint-Cybardeaux;45.7726;-0.0265
16320;Saint-Genis-d'Hiersac;45.7538;0.0355
16336;Saint-Mary;45.8454;0.3621
17003;Aigrefeuille-d'Aunis;46.1164;-0.9456
17015;Arces;45.5602;-0.8761
17044;Berneuil;45.6569;-0.5982
17085;Champdolent;45.9144;-0.7762
17220;Marignac;45.5193;-0.472
17262;Nieul-lès-Saintes;45.7543;-0.7449
17282;Pommiers-Moulons;45.3278;-0.3483
17310;Saint-André-de-Lidon;45.5828;-0.7579
17457;Devise;46.0455;-0.732
18078;Crézançay-sur-Cher;46.8142;2.3427
18082;Cuffy;46.9694;3.038
18139;Marseilles-lès-Aubigny;47.0702;2.9939
18206;Saint-Éloy-de-Gy;47.1699;2.3296
18218;Saint-Just;46.9882;2.5019
19007;Altillac;44.9811;1.8688
19044;Chapelle-aux-Saints;44.9829;1.7202
19059;Concèze;45.36;1.3374
19088;Grandsaigne;45.4882;1.9296
19194;Saint-Clément;45.3304;1.6879
21034;Autricourt;47.9932;4.6225
21056;Beire-le-Châtel;47.4173;5.2135
21095;Bousselange;46.9937;5.2536
21099;Bouze-lès-Beaune;47.0541;4.7731
21147;Charny;47.3317;4.4248
21200;Couchey;47.2619;4.9606
21232;Dompierre-en-Morvan;47.4002;4.2317
21347;Levernois;46.9933;4.8721
21390;Marsannay-la-Côte;47.2791;4.9832
21436;Montmain;47.028;5.0601
21439;Montoillot;47.2719;4.6585
21458;Noiron-sous-Gevrey;47.1886;5.084
21490;Poiseul-la-Ville-et-Laperrière;47.5695;4.6652
21532;Rouvres-en-Plaine;47.239;5.1383
21545;Sainte-Colombe-sur-Seine;47.8605;4.5295
22020;Broons;48.3126;-2.2411
22054;Erquy;48.6186;-2.4576
22240;Plumaugat;48.2456;-2.2317
22338;Squiffiec;48.6373;-3.1664
22391;Yvignac-la-Tour;48.349;-2.1704
23036;Bussière-Dunoise;46.2557;1.7607
23096;Guéret;46.162;1.8709
23158;Poussanges;45.8164;2.2212
24202;Granges-d'Ans;45.2094;1.1165
24323;Petit-Bersac;45.2699;0.2268
24488;Saint-Pompont;44.7145;1.1355
24518;Salon;45.0271;0.774
25009;Aïssey;47.2694;6.3276
25191;Dampierre-sur-le-Doubs;47.4659;6.7345
25219;Épenoy;47.1346;6.3854
25477;Rancenay;47.1863;5.9453
25482;Recologne;47.2755;5.8364
25517;Saint-Gorgon-Main;47.0167;6.3344
25604;Verne;47.3969;6.3516
26008;Ancône;44.5807;4.7212
26028;Bathernay;45.1829;4.9983
26080;Chastel-Arnaud;44.66;5.2078
26100;Combovin;44.8582;5.108
26172;Manthes;45.308;5.002
26180;Mérindol-les-Oliviers;44.2723;5.1682
27118;Brosville;49.1091;1.1125
27287;Glisolles;48.987;1.004
27337;Heuqueville;49.2869;1.3207
27406;Mesnil-sur-l'Estrée;48.7774;1.2891
27486;Quittebeuf;49.1072;1.0058
27496;Rosay-sur-Lieure;49.3748;1.4298
27531;Saint-Denis-des-Monts;49.2559;0.8061
27593;Saint-Pierre-des-Fleurs;49.2481;0.9621
27629;Thiberville;49.1325;0.4411
28182;Gohory;48.1645;1.2231
28208;Levainville;48.493;1.7466
28349;Saint-Lucien;48.6393;1.6243
28400;Varize;48.0824;1.5255
28408;Vierville;48.3849;1.9003
