42417763;48.4349;7.40398
251143278;45.52366;5.95033
255419115;48.10168;-1.64218
257109597;45.72366;4.91337
257109617;45.75911;4.83607
262839307;45.42095;5.93726
265174418;47.31362;4.71352
266643364;45.74363;4.86115
267024039;45.74407;4.87063
267160538;45.74729;4.89391
270293755;45.71771;4.90469
275387673;41.91917;8.73871
275387829;41.91655;8.73145
277426931;48.82251;2.30868
279200465;44.07131;7.25709
281433806;45.43965;5.92112
281938609;48.83744;2.27208
282557365;43.55393;5.57912
282911639;48.75585;2.28392
286641071;45.53574;5.94752
289310942;45.05164;5.44955
290143820;45.56475;5.9285
290764297;48.78316;-3.0472
293907108;47.79719;1.02664
294282582;48.84789;2.39927
295146225;48.84807;2.26467
295954697;43.96858;6.50824
295978532;43.98983;6.45462
296140900;47.3249;0.40873
296548010;47.16448;-2.16861
297310932;43.55573;6.93862
298902503;45.56874;5.91909
298917635;45.30847;5.84201
299319137;48.36774;-4.75917
300800721;44.13486;7.24185
301447902;46.24245;6.02411
301708215;47.79176;1.06713
302657542;45.40748;6.18545
306671862;43.55491;6.93884
307072046;42.91582;2.20743
307072049;42.91604;2.20709
307468400;45.56563;5.93943
309184163;45.46083;5.86402
309923799;47.80208;0.99071
314707947;45.44273;5.92418
315845729;45.56031;5.92536
330952677;44.89919;-0.64024
330953009;44.90129;-0.64369
330953116;44.9005;-0.64673
333095736;45.06972;5.54996
338919105;43.58488;1.45345
343155443;45.04404;6.29384
347237649;45.04602;5.05444
352794362;46.18372;5.33072
353355674;45.75522;4.84014
354509500;45.31996;6.08663
358495678;43.10896;6.35622
361383135;45.14451;5.28227
362110623;45.75144;4.84741
363769889;45.76209;4.83141
364366000;43.52768;5.44501
365953389;43.59003;1.49191
370422660;43.66615;1.22537
370560215;48.8672;2.31756
374307750;45.91182;6.31713
378104067;48.38436;2.23032
386231236;46.51454;4.67728
386569617;47.51107;2.15327
388568684;45.74883;4.89502
390369735;43.57638;1.48577
390872926;45.73143;6.01329
391503260;44.79424;-0.67396
392725804;47.51031;6.85068
393540044;45.33009;5.66359
393974824;44.56444;6.49721
401893199;44.97666;6.50762
402516131;49.00295;2.78764
402727063;49.00676;2.73327
402777158;48.90308;2.45821
403635115;45.49384;5.98826
404721669;43.64497;1.52709
406255287;43.29317;5.35919
409495800;45.89002;6.12856
410338387;45.56133;5.89784
410473629;48.96881;2.75734
410740821;48.86322;2.16294
410748731;43.6013;1.44215
410748736;43.59395;1.43614
410748738;43.59308;1.43524
410793691;42.32659;9.22119
412749424;43.26943;5.38185
412815946;48.9812;2.88045
412850561;43.27089;5.39329
413465818;45.83524;5.72675
415294966;44.36906;4.645
415336215;43.86262;7.26503
415743117;43.52442;1.51869
415750930;43.61074;1.41593
415769667;43.58507;1.42199
417083001;44.12099;3.58191
418684440;44.19066;3.20804
420562573;43.90254;5.28976
426849582;49.01762;2.76882
426859098;49.00128;2.70912
427969666;43.5839;1.45329
429275608;48.83365;2.4448
429581565;48.85999;2.19254
430948911;45.56559;5.92191
433725640;44.83971;-0.56795
433725641;44.84082;-0.56849
433725642;44.84271;-0.56931
433725643;44.8452;-0.57014
433725644;44.84686;-0.57022
433945351;46.518;4.67804
433995855;48.85407;2.54804
440794639;46.79903;5.61879
440847365;45.57854;5.92997
440921422;45.58602;5.99354
441053763;45.6157;6.86098
441729278;45.28902;6.91195
442157566;48.89459;2.2419
447987530;48.86499;2.17572
448424709;43.46287;-1.57625
448424712;43.46325;-1.57573
448424714;43.46442;-1.57447
448756986;43.59619;1.45095
450329594;43.62916;7.09001
452514906;45.02766;5.77207
454087523;49.01284;2.82649
454116520;45.72347;4.89883
454200496;45.71898;4.9
454200497;45.71499;4.8973
454371975;45.72031;4.89509
454371978;45.71681;4.89744
454393904;45.72174;4.90327
456325950;48.87129;2.15168
456766989;43.1053;5.9268
458872665;46.37587;6.61676
458903411;45.82929;6.72913
458903416;45.82919;6.7283
460390035;-21.26902;55.35515
460390037;-21.26541;55.35647
461155566;47.23138;-0.00838
461161251;47.20072;0.14419
461184858;47.252;0.29781
461205675;47.34811;0.54526
461604434;47.36717;0.69792
461981036;45.14701;5.73962
461991118;45.56619;5.92654
462016881;45.56498;5.92408
462221389;43.84225;4.37004
463456628;48.61607;2.41903
463507432;42.5595;1.99942
463770029;45.07378;5.98199
466207465;43.84137;4.37986
467130100;43.84544;4.36522
467850269;43.84138;4.34922
467850277;43.83986;4.35047
469114598;43.40145;-0.08973
469372903;48.019;7.04451
470685266;48.87948;2.29115
471044638;48.46344;7.47359
471076681;49.18195;2.67191
472953910;46.27816;6.7535
473213387;45.83885;6.75902
473213508;45.76419;6.71246
473213509;45.75815;6.71098
474963658;49.22963;2.54837
475708284;44.06512;3.92718
476340173;44.83811;-0.58008
476507828;48.83747;2.29644
476886894;48.84268;2.29645
476886905;48.84471;2.31105
476886908;48.84188;2.30307
476886923;48.83583;2.30235
476886942;48.84189;2.29731
476886953;48.83754;2.29636
477391604;44.41898;3.78177
477391605;44.41701;3.78309
477391607;44.40006;3.78873
478182123;45.28065;6.07259
478530910;48.84114;2.29968
478535379;48.85137;2.34281
479157117;45.07404;5.20964
479481167;44.5637;-0.22594
480690088;48.82683;2.36461
480691816;48.8267;2.34184
480702006;48.8277;2.3323
481317238;44.97485;5.62007
482156679;48.85261;2.34723
482164144;48.85066;2.333
482170726;48.85366;2.34385
482376699;48.82237;2.33778
482767199;48.84225;2.3861
482767200;48.8463;2.37932
482767201;48.83993;2.4046
482773498;48.84484;2.40512
482773499;48.84745;2.40486
482773500;48.84734;2.40607
482775495;48.83515;2.43397
482775496;48.83568;2.43063
482775497;48.83755;2.42556
482775498;48.83468;2.41935
482776589;48.8684;2.35021
482783178;48.86629;2.31975
482784558;48.86799;2.33728
482784560;48.85544;2.35951
486503747;43.23474;3.05866
488244817;44.9744;5.61888
488244821;44.97403;5.6199
489310149;-20.88932;55.47617
490042002;48.88447;2.32148
490042005;48.88491;2.29826
490042008;48.88151;2.29552
490042013;48.86392;2.24118
490904182;48.8411;2.38777
492070175;44.09625;6.98588
492080023;45.48671;6.42653
492621563;48.86525;2.27549
493250105;48.83641;2.35956
493315289;48.83256;2.31139
493340482;48.83963;2.36174
494251394;48.85483;2.34556
494251395;48.85525;2.34762
494251397;48.85538;2.34769
494251398;48.85543;2.34756
494251399;48.85528;2.34747
494268644;47.04849;6.28637
494455863;43.8504;4.33658
494458285;43.54936;6.97959
494458287;43.54946;7.00666
494458291;43.5219;7.03931
494458841;43.52341;7.04261
495103359;44.24363;3.73032
495202190;44.1319;3.92379
495508282;43.86868;4.40522
495512410;43.86785;4.40365
495760179;45.60953;6.48821
495760569;45.54061;6.4948
495760570;45.55928;6.52177
495760571;45.55951;6.52231
495760575;45.55897;6.52366
495801434;45.62367;6.61427
495842689;45.69027;6.55952
495874784;45.68529;6.54459
495874787;45.68204;6.5449
495987596;48.87249;2.29645
495989260;48.8578;2.27768
495989894;48.85616;2.28033
495992298;48.85873;2.28505
495992820;48.85039;2.24991
495994525;48.8474;2.27332
496380929;44.24981;4.05002
496381007;44.2696;4.02276
496806548;48.86457;2.27487
496890343;45.58531;6.50901
497721696;48.87984;2.29466
497728465;48.88683;2.31747
497730042;48.8836;2.31359
497734997;48.88328;2.32615
500956862;43.60417;3.87198
503045630;48.86208;2.26168
503046238;48.8576;2.26249
503665264;48.85608;2.34066
504189358;48.83589;2.29333
504200546;48.84156;2.29144
504229707;48.83204;2.30263
504244226;48.8489;2.28756
504253179;48.84501;2.29345
504305767;48.84281;2.31286
504589654;42.9825;2.44634
504589694;42.98685;2.45263
504589765;42.98614;2.45338
504589771;43.01952;2.3933
505690969;47.31531;-3.18847
506128322;48.85849;2.26871
506128415;48.85903;2.27014
506129040;48.85822;2.26849
506346025;43.57687;1.49937
506346028;43.57887;1.50599
506888938;48.86222;2.28578
506888941;48.8628;2.2855
506888944;48.86208;2.28482
508041595;43.58155;1.38776
508550102;43.84827;4.36182
510055902;43.61727;1.47957
510722561;44.85216;-0.61501
512562903;45.17775;5.61515
512562916;45.17693;5.61861
512686757;43.71702;6.97851
520092790;48.85873;2.25741
520300001;44.79247;-0.59792
520776483;45.43776;6.20708
520792763;45.44634;6.22516
520822314;45.43749;6.21966
520846717;45.43456;6.19565
521515411;45.88181;6.38023
521564732;43.99714;3.92469
522458957;45.87631;6.45247
525696856;48.81931;2.3014
526807358;43.55709;1.56456
527852857;43.59378;7.09659
528129841;43.57796;7.12041
528275430;48.88448;2.33827
528275434;48.88601;2.34145
528726027;43.59493;7.06879
528913154;48.84532;2.18741
528913155;48.84502;2.18712
528913939;48.75512;2.21418
529647004;43.59445;7.0086
530568831;48.84456;2.34782
530585150;48.83976;2.35642
530585154;48.844;2.35503
530585155;48.84007;2.35819
530680393;48.84038;2.3507
534610015;48.87778;2.40522
538156405;45.34066;5.87223
538972175;48.83741;2.35352
540406880;43.83898;7.46074
540492530;43.12161;6.12718
540575726;45.32238;3.69512
542637830;43.54181;1.56636
548676318;45.18357;5.75254
548751442;45.18016;5.75874
554682049;43.97963;4.01679
554700033;43.92175;3.72476
558949003;45.18552;5.75161
559748923;45.69096;6.07954
559763619;45.68426;6.11705
560456849;43.61165;1.33994
561311177;48.55842;2.54801
561458779;43.72107;6.97775
563136315;43.72562;5.54968
564702281;43.62606;7.10041
564766047;45.73381;4.88076
566708922;48.90804;-1.10571
566728565;46.18328;6.70304
567796930;43.60621;1.4206
567798383;43.61191;1.40935
568275935;48.88054;2.32478
569109990;48.87952;2.33725
569109992;48.886;2.33795
569109994;48.88708;2.33946
569109997;48.88729;2.34933
569110004;48.88497;2.35248
569110005;48.89946;2.34563
569110009;48.89252;2.36146
569115754;45.35719;6.09966
569210006;45.34366;6.13192
569213488;45.33605;6.12322
569927612;48.85512;2.35596
569927613;48.86715;2.35318
569927615;48.87748;2.32719
570045220;48.88993;2.24469
570055618;48.94018;2.49937
573659920;43.66685;7.0702
574813325;48.48301;2.34791
581063713;44.10237;1.0867
582815690;48.88114;2.23701
583009413;43.63481;1.40224
592662413;48.85545;2.23767
593440109;48.85097;2.23785
597473896;45.29327;5.63944
598312281;46.39584;2.85681
599350416;45.16282;5.6918
599532909;45.18418;5.70995
600914511;43.61244;1.46219
601043767;45.96476;4.01001
601559989;45.78922;4.99265
603131545;44.8505;-0.6026
603131558;44.85554;-0.6029
604018280;43.76374;7.0391
604018283;43.74241;7.009
605047483;45.24489;6.35108
606148298;45.26079;6.37354
610300015;44.82292;-0.57723
610544082;45.37146;7.04508
610561897;45.37407;7.05265
611382764;45.51853;3.69391
611786797;45.29042;6.91279
612969128;47.50593;-1.87392
616356411;43.98934;3.95501
620791218;47.36297;1.40281
621962547;47.24205;-1.57858
622298471;45.17951;4.99496
622396564;50.63759;3.06586
630964484;46.13706;3.41356
630964672;46.14181;3.41266
631313561;48.89542;2.19203
631315540;48.90099;2.19319
631455449;45.77717;4.84573
638383193;43.90339;5.29452
650084461;46.45182;4.11924
654106885;45.56392;5.91642
655093495;44.72439;3.85611
656756490;45.65789;6.17816
656760595;45.6571;6.18013
656760601;45.65249;6.18537
658840351;44.65313;-1.1956
658936795;45.1433;4.66369
658936797;45.14313;4.66462
660960702;43.61102;1.34063
662259720;45.21561;5.74632
664971522;45.43263;4.38811
670805920;45.77393;6.65195
672130779;45.66597;4.84994
681282581;45.12177;4.98167
683649481;43.57594;1.48255
684699681;45.18603;5.73925
686774271;43.57576;1.49019
686986595;44.98576;6.12293
687324614;44.65956;-1.17292
687330794;44.6633;-1.1809
687330795;44.66357;-1.17226
687432871;44.66319;-1.16984
687434221;45.56551;5.91874
690586487;43.58981;1.15369
693344352;43.83957;4.3124
694542831;42.93578;-0.58891
694693201;47.86996;1.83792
695114902;44.10554;1.08422
695117808;44.09949;1.09018
695119995;43.60017;1.45037
697178367;47.18678;-1.63449
698460645;48.82769;2.3527
698854080;48.8797;2.17582
698935762;49.16177;2.69472
700359745;43.66539;6.99279
700359746;43.66508;7.00036
704787558;44.34896;3.94963
705572479;42.95714;9.41727
705575182;42.79033;9.35108
705577397;42.61463;8.90432
705577398;42.61355;8.90827
705578005;42.3488;8.6655
705581460;42.25356;8.80228
705581881;42.25346;8.82024
705583895;42.37426;9.0803
706527686;45.75256;4.83852
719047566;43.48107;2.48402
719792361;47.97261;-2.17281
720976910;44.65321;-1.14053
732529454;44.48662;1.84245
734219546;44.10378;1.08181
736922732;44.07572;1.61656
736942248;42.56157;8.98117
737616502;42.93559;1.75533
740123477;45.45084;5.77539
740132187;45.44157;5.78178
740154384;45.41222;5.80348
740167309;45.41785;5.85502
740406584;45.20445;5.06572
741170382;43.61018;1.41587
743024034;43.82753;7.12603
743256812;43.88649;7.02004
744518235;43.63347;1.38621
745694550;43.83397;6.84187
745747758;43.86467;6.75815
746293958;49.20811;2.7002
746535513;45.80322;4.85521
747440853;43.79549;6.94448
748413832;44.09275;5.4083
760654423;45.08273;5.80099
760654581;45.08029;5.80115
762438684;43.60339;1.45533
762878357;45.30867;5.88736
764536525;48.84809;2.33357
765666859;48.84515;2.33255
765709631;48.84751;2.33651
765912694;43.74187;6.90095
766003989;45.05787;6.27672
766025653;45.05448;6.28423
766756070;45.05407;6.28509
768150434;45.16248;5.7789
768205028;43.93648;7.49242
768942568;43.90218;7.5147
769986013;43.86296;5.61195
771214384;43.90812;5.43734
771678702;43.94012;5.44038
771967000;44.11056;6.95814
773154718;45.47936;5.97166
773160839;45.45985;5.96741
773538927;45.17317;5.73486
773609454;48.67193;-3.92371
775948242;43.61095;1.33301
786774560;43.3048;5.39562
787356934;48.85036;2.38313
787967554;43.92429;5.48641
788297331;43.895;5.46533
789836689;43.93147;5.63785
790518071;48.8699;2.34994
792893310;45.12861;-0.2045
795256161;44.77538;5.7822
795957012;49.02524;7.88572
795964532;49.03223;7.70932
795964533;49.01029;7.78796
795964535;49.02959;7.71359
797012546;48.85703;2.32048
797830098;43.965;3.86046
799088781;47.16037;6.13513
801080157;43.90112;5.29559
803165419;48.83214;2.34864
803165424;48.83268;2.35033
803165426;48.83195;2.34895
803165429;48.83309;2.34974
803165433;48.83438;2.34999
806609501;45.27675;6.70266
806609669;45.26969;6.71894
806609707;45.27689;6.70248
806619422;45.26988;6.71911
806619492;45.26968;6.71924
806622360;45.26554;6.72489
807136931;43.97847;3.8035
809058884;46.40145;6.58661
810140293;48.82941;2.38032
810140297;48.82997;2.37958
810353357;48.71535;2.14019
812017847;44.9885;6.07827
812024392;44.97472;6.06442
814011914;48.88069;2.38763
815662046;48.97912;2.05861
817735926;42.68964;2.91544
819896818;45.41637;5.91627
822900610;43.9633;3.85352
823474720;44.08114;3.98329
823477842;44.87034;-0.53292
823626803;43.6235;1.53063
824489924;45.60735;6.37995
824794123;45.50349;6.31735
824794247;45.50037;6.3174
825153298;43.66157;6.98831
826787763;48.81882;2.33713
827697770;44.54184;4.84791
